source_file,source_line,source_kind,product_id,url,classification,partner,audit_status,observed_status,last_checked
"src/pages/guides/best-5-person-sauna.astro","105","amazon_asin","B07ZQK5R7Y","https://www.amazon.com/dp/B07ZQK5R7Y?tag=backyardsauna-20&ascsubtag=bsp_best-5-person-sauna","affiliate","amazon","exact_product_unverified","",""
"src/pages/guides/best-5-person-sauna.astro","152","amazon_asin","B0B7TRM95Y","https://selectsaunas.com/products/harvia-kip60b-6-0kw-electric-sauna-heater-w-built-in-controls?sca_ref=10752576.S2huPg7gFg","affiliate","select_saunas","verified_alternate","amazon_not_found_alternate_available","2026-08-15"
"src/pages/guides/best-6-person-sauna.astro","84","amazon_asin","B003Z11AXM","https://www.amazon.com/s?k=Almost+Heaven+6+person+barrel+sauna&tag=backyardsauna-20&ascsubtag=bsp_best-6-person-sauna","affiliate","amazon","availability_search","unavailable","2026-08-15"
"src/pages/guides/best-6-person-sauna.astro","95","amazon_asin","B003Z11AXM","https://www.amazon.com/s?k=Almost+Heaven+6+person+barrel+sauna&tag=backyardsauna-20&ascsubtag=bsp_best-6-person-sauna","affiliate","amazon","availability_search","unavailable","2026-08-15"
"src/pages/guides/best-6-person-sauna.astro","128","amazon_asin","B07ZQK5R7Y","https://www.amazon.com/dp/B07ZQK5R7Y?tag=backyardsauna-20&ascsubtag=bsp_best-6-person-sauna","affiliate","amazon","exact_product_unverified","",""
"src/pages/guides/best-6-person-sauna.astro","164","amazon_asin","B0B7TRM95Y","https://selectsaunas.com/products/harvia-kip60b-6-0kw-electric-sauna-heater-w-built-in-controls?sca_ref=10752576.S2huPg7gFg","affiliate","select_saunas","verified_alternate","amazon_not_found_alternate_available","2026-08-15"
"src/pages/guides/best-barrel-sauna-kits.astro","107","amazon_asin","B017WJV8SO","https://selectsaunas.com/products/almost-heaven-pinnacle-morgan-4-person-classic-barrel-sauna-6x6-ft?sca_ref=10752576.S2huPg7gFg","affiliate","select_saunas","verified_alternate","amazon_unavailable_alternate_available","2026-08-15"
"src/pages/guides/best-barrel-sauna-kits.astro","122","amazon_asin","B003Z11AXM","https://www.amazon.com/s?k=Almost+Heaven+6+person+barrel+sauna&tag=backyardsauna-20&ascsubtag=bsp_best-barrel-sauna-kits","affiliate","amazon","availability_search","unavailable","2026-08-15"
"src/pages/guides/best-barrel-sauna-kits.astro","174","amazon_asin","B0B7TRM95Y","https://selectsaunas.com/products/harvia-kip60b-6-0kw-electric-sauna-heater-w-built-in-controls?sca_ref=10752576.S2huPg7gFg","affiliate","select_saunas","verified_alternate","amazon_not_found_alternate_available","2026-08-15"
"src/pages/guides/best-barrel-saunas-cold-climates.astro","8","amazon_asin","B017WJV8SO","https://selectsaunas.com/products/almost-heaven-pinnacle-morgan-4-person-classic-barrel-sauna-6x6-ft?sca_ref=10752576.S2huPg7gFg","affiliate","select_saunas","verified_alternate","amazon_unavailable_alternate_available","2026-08-15"
